연번,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,등록기준일
1240,일반음식점,삼시세끼 김밥,"세종특별자치시 조치원읍 새내로 92-1, 1층",세종특별자치시 조치원읍 정리 86-2 (1층) ,044 -865 -4969,2025-06-09
1241,일반음식점,본가 왕뼈감자탕 (시청점),"세종특별자치시 호려울로 29, 1층 111~113호 (보람동, 시드니)",세종특별자치시 보람동 629-4 ,,2025-06-09
1242,일반음식점,국수나무 소담점,"세종특별자치시 한누리대로 2018, 1층 112호 (소담동, 사이언스타운)",세종특별자치시 소담동 9-183 ,,2025-06-09
1243,일반음식점,김밥명품,"세종특별자치시 부강면 부강로 66, 1층",세종특별자치시 부강면 부강리 401-58 ,,2025-06-09
1244,일반음식점,효동각,"세종특별자치시 부강면 부강외천로 78, 1층",세종특별자치시 부강면 문곡리 1084-2 ,,2025-06-09
1245,일반음식점,얌샘김밥,"세종특별자치시 한누리대로 205, 1동 1층 105호 (나성동, 에스알파크)",세종특별자치시 나성동 714 ,044 -865 -8767,2025-06-09
1246,일반음식점,다이꼬지 세종1호점,"세종특별자치시 가름로 232, 2층 A219호 (어진동, 세종비지니스센터)",세종특별자치시 어진동 657 ,044 -862 -4267,2025-06-09
1247,일반음식점,신흥전집,"세종특별자치시 조치원읍 이화로 6-1, 1층",세종특별자치시 조치원읍 신흥리 226 (1층) ,044 -863 -2030,2025-06-09
1248,일반음식점,옛통이모,세종특별자치시 조치원읍 돌간1길 23,세종특별자치시 조치원읍 신안리 335-1 외 2필지 ,,2025-06-09
1249,일반음식점,서울관,"세종특별자치시 도움8로 91, 3층 305호 (어진동, 세종마치)",세종특별자치시 어진동 610 ,044 -863 -8148,2025-06-09
1250,일반음식점,본도시락 세종시청점,"세종특별자치시 한누리대로 2135, 1층 103호 (보람동, 스타힐타워Ⅰ)",세종특별자치시 보람동 628-2 ,044 -864 -4266,2025-06-09
1251,일반음식점,맛찬들 왕소금구이(세종점),"세종특별자치시 보듬3로 8-23, 까사누보 1층 103,104,105,106호 (도담동)",세종특별자치시 도담동 674 까사누보 ,,2025-06-09
1252,일반음식점,버무리떡볶이 세종보람점,"세종특별자치시 호려울로 45, 1층 102호 (보람동, 금남프라자)",세종특별자치시 보람동 629-2 ,044 -866 -0885,2025-06-09
1253,일반음식점,(주)로비,"세종특별자치시 조치원읍 신안새동네길 54, 1층",세종특별자치시 조치원읍 신안리 363-23 (1층) ,,2025-06-09
1254,일반음식점,따규,"세종특별자치시 남세종로 454, 1층 103~104호 (보람동, 강남제일타워)",세종특별자치시 보람동 628-7 ,,2025-06-09
1255,일반음식점,형과아우 누룽지삼계탕&왕갈비탕,"세종특별자치시 마음로 237, 주건축물제1동 지하1층 (고운동)",세종특별자치시 고운동 1008 ,044 -864 -7890,2025-06-09
1256,일반음식점,김가네김밥 세종시청점,"세종특별자치시 남세종로 466, 1층 106호 (보람동, 아평빌딩)",세종특별자치시 보람동 700-76 ,044 -867 -0873,2025-06-09
1257,일반음식점,여주염소탕,세종특별자치시 부강면 부강1길 1-1,세종특별자치시 부강면 부강리 407-1 , 044- 868-7403,2025-06-09
1258,일반음식점,휴포차,"세종특별자치시 보듬3로 8-20, 2층 229호 (도담동, 세종한신휴시티)",세종특별자치시 도담동 660 229호,,2025-06-09
1259,일반음식점,당미소,"세종특별자치시 보듬7로 61, 1층 (아름동)",세종특별자치시 아름동 1175 ,044 -862 -0866,2025-06-09
1260,일반음식점,7번가피자 세종점,"세종특별자치시 아름서길 3, 1층 101,102호 (아름동, 세종시 아카데미 타워)",세종특별자치시 아름동 1318 ,,2025-06-09
1261,일반음식점,착한식당,"세종특별자치시 한누리대로 2264, 2층 211호 (대평동, 씨티오브드림)",세종특별자치시 대평동 63-15 , 044- 868-1647,2025-06-09
1262,일반음식점,오봉자싸롱 세종시청점,"세종특별자치시 남세종로 462, 1층 109호 (보람동, 위너스타워)",세종특별자치시 보람동 700-76 ,,2025-06-09
1263,일반음식점,헬로우낙곱새 세종점,"세종특별자치시 새롬북로 14, 상가1동 1층 109호 (새롬동, 새뜸마을3단지)",세종특별자치시 새롬동 597 새뜸마을3단지 ,,2025-06-09
1264,일반음식점,영푸드한식부페,"세종특별자치시 연동면 청연로 384, 주1동",세종특별자치시 연동면 응암리 790-14 , 044- 862-0540,2025-06-09
1265,일반음식점,봉피양 벽제설렁탕,"세종특별자치시 도움8로 91, 2층 201호 (어진동, 세종마치)",세종특별자치시 어진동 610 ,,2025-06-09
1266,일반음식점,가화,"세종특별자치시 갈매로 363, 지1층 B121호 (어진동, 세종파이낸스센터1)",세종특별자치시 어진동 669 ,044 -886 -0013,2025-06-09
1267,일반음식점,처갓집양념치킨 조치원점,세종특별자치시 조치원읍 행복길 20 (일반음식점부분 전쳬),세종특별자치시 조치원읍 침산리 94-3 (일반음식점부분 전쳬) ,044 -862 -8692,2025-06-09
1268,일반음식점,장혁민의 부대찌개 세종어진점,"세종특별자치시 갈매로 353, 에비뉴힐 A동 1층 1051~1053호 (어진동)",세종특별자치시 어진동 670 에비뉴힐 ,,2025-06-09
1269,일반음식점,한마당바베큐,"세종특별자치시 연서면 복골길 27-7, 1층 (주건축물제1동)","세종특별자치시 연서면 고복리 460-2 (주건축물제1동, 1층) ",044 -865 -5855,2025-06-09
1270,일반음식점,휴온(HUEON),"세종특별자치시 조치원읍 섭골길 101, 1층",세종특별자치시 조치원읍 신안리 445-17 (1층) ,,2025-06-09
1271,일반음식점,존케이지 빌리어즈 당구클럽,"세종특별자치시 나성로 133-9, 4층 406호 (나성동, 세종NS타워Ⅰ)",세종특별자치시 나성동 361-35 ,,2025-06-09
1272,일반음식점,60계 세종어진점,"세종특별자치시 도움1로 105, 532동 지1층 114호 (종촌동, 가재마을 5단지)",세종특별자치시 종촌동 690 가재마을 5단지 ,0448-6879-60,2025-06-09
1273,일반음식점,굽는집,"세종특별자치시 부강면 부강1길 1, 101호",세종특별자치시 부강면 부강리 407-2 ,,2025-06-09
1274,일반음식점,너 머,"세종특별자치시 조치원읍 행복6길 32, 1층",세종특별자치시 조치원읍 침산리 254-1 (1층) ,044 -865 -5533,2025-06-09
1275,일반음식점,9292 숯불구이,"세종특별자치시 마음로 248, 1층 (고운동)",세종특별자치시 고운동 1150 ,,2025-06-09
1276,일반음식점,부강꼬마김밥,"세종특별자치시 부강면 부강로 18, 1층",세종특별자치시 부강면 부강리 486-5 ,,2025-06-09
1277,일반음식점,달달커피,"세종특별자치시 보듬4로 9, 카림 애비뉴1동 1층 1F-1호 (도담동, 도램마을 11단지)",세종특별자치시 도담동 653 ,,2025-06-09
1278,일반음식점,명륜진사갈비 고운점,"세종특별자치시 만남로8길 24-5, 1층 (고운동)",세종특별자치시 고운동 1749 ,044 -868 -6818,2025-06-09
1279,일반음식점,본가왕뼈감자탕,"세종특별자치시 나성북1로 22, 1층 108,109호 (나성동, 디펠리체)",세종특별자치시 나성동 361-23 ,,2025-06-09
1280,일반음식점,순정족발,"세종특별자치시 달빛1로 39, 215 상가동 104호 (종촌동, 가재마을2단지)",세종특별자치시 종촌동 683 가재마을2단지 ,,2025-06-09
1281,일반음식점,카페몬드,"세종특별자치시 시청대로 209, 금강르네상스 1, 2층 110, 111, 208, 209호 (보람동)",세종특별자치시 보람동 615-2 금강르네상스 ,,2025-06-09
1282,일반음식점,한솥도시락 세종새롬점,"세종특별자치시 새롬중앙로 59, 1층 101호 (새롬동, 새롬빌딩)",세종특별자치시 새롬동 산 25 ,044 -999 -0950,2025-06-09
1283,일반음식점,또바기 식당,"세종특별자치시 조치원읍 이화로 6-1, 1층 5호",세종특별자치시 조치원읍 신흥리 226 ,044 -866 -2378,2025-06-09
1284,일반음식점,봉추찜닭(세종호수공원점),"세종특별자치시 도움8로 91, 3층 311호 (어진동, 세종마치)",세종특별자치시 어진동 610 ,,2025-06-09
1285,일반음식점,등심연구소,"세종특별자치시 달빛로 228, 1층 전체호 (아름동, 1-2생활권 근생7-2 제1종근린생활시설 )",세종특별자치시 아름동 1176 ,,2025-06-09
1286,일반음식점,독가마,"세종특별자치시 누리로 28, 비상가동 1층 110호 (한솔동, 첫마을6단지)",세종특별자치시 한솔동 974 ,044 -866 -4892,2025-06-09
1287,일반음식점,상상낙지,"세종특별자치시 나성로 133-15, 2층 205호 (나성동, 애플타워)",세종특별자치시 나성동 361-36 ,044 -863 -6317,2025-06-09
1288,일반음식점,길용이 육개장,세종특별자치시 전의면 왕의물로 85,세종특별자치시 전의면 동교리 232-2 외 1필지 ,044 -867 -3459,2025-06-09
1289,일반음식점,한끼줍쑈,"세종특별자치시 보듬4로 9, 카림 애비뉴1동 2층 2F-8호 (도담동, 도램마을 11단지)",세종특별자치시 도담동 653 ,044 -862 -8978,2025-06-09
1290,일반음식점,숯불 장어구이 전문점 도담도담,"세종특별자치시 한누리대로 583, 도담센트럴프라자 3층 306,307호 (도담동)",세종특별자치시 도담동 657 도담센트럴프라자 ,044 -864 -8295,2025-06-09
1291,일반음식점,바로쌈밥,"세종특별자치시 나성로 133-15, 3층 306-1호 (나성동, 애플타워)",세종특별자치시 나성동 361-36 ,,2025-06-09
1292,일반음식점,옛날통닭,"세종특별자치시 조치원읍 섭골길 52, 1층 (중앙)",세종특별자치시 조치원읍 신안리 360-9 (1층 중앙) ,044 -862 -5754,2025-06-09
1293,일반음식점,낙지촌,"세종특별자치시 호려울로 9, 2층 206호 (보람동, 네이버타워)",세종특별자치시 보람동 700-74 ,044 -863 -4122,2025-06-09
1294,일반음식점,올리부스,"세종특별자치시 가름로 232, 세종비지니스센터 B동 1층 113,119(일부)호 (어진동)",세종특별자치시 어진동 657 세종비지니스센터 ,,2025-06-09
1295,일반음식점,이십오탭스(25TAPS),"세종특별자치시 나성북1로 18, 10층 1001~1004호 (나성동, 제이빌딩)",세종특별자치시 나성동 361-22 ,,2025-06-09
1296,일반음식점,석호네 닭발 세종아름점,"세종특별자치시 보듬3로 104-15, 1층 105호 (아름동, 엘스빌딩)",세종특별자치시 아름동 1289 105호,,2025-06-09
1297,일반음식점,김민재 쭈꾸미,"세종특별자치시 가름로 232, 세종비지니스센터 1층 B128호 (어진동)",세종특별자치시 어진동 657 세종비지니스센터 ,,2025-06-09
1298,일반음식점,곱창가,"세종특별자치시 남세종로 458, 1층 109호 (보람동, 아리랑빌딩)",세종특별자치시 보람동 628-7 ,,2025-06-09
1299,일반음식점,카페213 비엔나,"세종특별자치시 시청대로 213, 4층 407,408호 (보람동, 금강베네치아)",세종특별자치시 보람동 616-2 ,,2025-06-09
1300,일반음식점,피자알볼로 세종첫마을점,"세종특별자치시 한누리대로 165, 1층 107호 (나성동, 세종메디피아)",세종특별자치시 나성동 721 ,044 -865 -8495,2025-06-09
1301,일반음식점,바른치킨 세종고운점,"세종특별자치시 마음로 152, 상가에이동 지1층 101호 (고운동, 가락마을11단지)",세종특별자치시 고운동 1409 가락마을11단지 ,044 -867 -1346,2025-06-09
1302,일반음식점,육산,"세종특별자치시 시청대로 209, 금강르네상스 3층 308~316호 (보람동)",세종특별자치시 보람동 710 금강르네상스 ,044 -868 -6321,2025-06-09
1303,일반음식점,왕순이 김치찌개,"세종특별자치시 만남로 20, 1층 (고운동)",세종특별자치시 고운동 1909 ,044 -866 -3233,2025-06-09
1304,일반음식점,충무복집,"세종특별자치시 나성북1로 22, 9층 902-1,902-2호 (나성동, 대창디펠이체)",세종특별자치시 나성동 361-24 ,,2025-06-09
1305,일반음식점,행운카페,"세종특별자치시 부강면 부촌길 32, 2층 201호",세종특별자치시 부강면 부강리 460-5 ,,2025-06-09
1306,일반음식점,본죽 세종새롬점,"세종특별자치시 새롬중앙로 51, 1층 103호 (새롬동, 에스월드빌딩)",세종특별자치시 새롬동 산 21 ,044 -867 -6287,2025-06-09
1307,일반음식점,세종종가 왕뼈 감자탕 아름점,"세종특별자치시 아름서1길 13-12, 1층 106호 (아름동, 제이디빌딩)",세종특별자치시 아름동 1330 ,,2025-06-09
1308,일반음식점,꾸지뽕나무집&가마솥한우소머리곰탕,세종특별자치시 연서면 대첩로 150 (주건축물제2동),세종특별자치시 연서면 월하리 952-1 (주건축물제2동) ,044 -868 -4066,2025-06-09
1309,일반음식점,부원 고운점,"세종특별자치시 고운서길 7, 1층 109호 (고운동, 골드프라자)",세종특별자치시 고운동 1721 109호,044 -868 -1353,2025-06-09
1310,일반음식점,둔덕골 영광보리밥,세종특별자치시 연기면 국사길 24,세종특별자치시 연기면 수산리 465-3 ,,2025-06-09
1311,일반음식점,BHC치킨 다정점,"세종특별자치시 다정남로 130, 가온마을11단지 근린생활시설 1층 A131, A132호 (다정동)",세종특별자치시 다정동 363-10 가온마을11단지 근린생활시설 ,,2025-06-09
1312,일반음식점,본죽&비빔밥 세종시청점,"세종특별자치시 한누리대로 2144, 1층 105호 (보람동, 스마트허브2)",세종특별자치시 보람동 627-5 ,044 -867 -6277,2025-06-09
1313,일반음식점,맘스터치 세종 새롬점,"세종특별자치시 새롬중앙로 55, 1층 104,105호 (새롬동, 행운빌딩)",세종특별자치시 새롬동 산 10 ,044 -867 -0626,2025-06-09
1314,일반음식점,까페이브닝,"세종특별자치시 만남로1길 3, 세종디엔씨빌딩 106호 (고운동)",세종특별자치시 고운동 1898 세종디엔씨빌딩 106호,,2025-06-09
1315,일반음식점,보스 패밀리 보람점,"세종특별자치시 호려울로 9, 1층 113호 (보람동)",세종특별자치시 보람동 755 네이버타워 113호,,2025-06-09
1316,일반음식점,일미정식당,"세종특별자치시 전동면 전동고가로 72, 1층",세종특별자치시 전동면 노장리 654-1 ,044 -862 -9948,2025-06-09
1317,일반음식점,루떼,"세종특별자치시 달빛로 226, 1층 103,104호 (아름동)",세종특별자치시 아름동 1177 ,,2025-06-09
1318,일반음식점,스테이크하우스 까사비노,"세종특별자치시 나성로 133-15, 애플타워 301호 (나성동)",세종특별자치시 나성동 791 애플타워 ,,2025-06-09
1319,일반음식점,모퉁이 식당,"세종특별자치시 소정면 소정구길 156, 1층",세종특별자치시 소정면 소정리 177-4 ,044 -867 -6544,2025-06-09
1320,일반음식점,대만복 손짜장,"세종특별자치시 전의면 대추리길 7, 1층",세종특별자치시 전의면 관정리 653-5 ,,2025-06-09
1321,일반음식점,만세곱창,"세종특별자치시 보듬3로 6, 라온프라이빗시티Ⅱ 1층 119(일부)호,120호 (도담동)",세종특별자치시 도담동 667 라온프라이빗시티Ⅱ ,,2025-06-09
1322,일반음식점,소반정,"세종특별자치시 조치원읍 섭골길 34, 1층",세종특별자치시 조치원읍 신안리 393-15 ,044 -868 -1253,2025-06-09
1323,일반음식점,지코바치킨 종촌점,"세종특별자치시 도움1로 74, 101호 (종촌동, 가재마을10단지)",세종특별자치시 종촌동 656 가재마을10단지 101호,044 -868 -5982,2025-06-09
1324,일반음식점,화룡 뚝배기 짬뽕,"세종특별자치시 마음로 230, 102,103호 (고운동)",세종특별자치시 고운동 1250 ,044 -998 -9000,2025-06-09
1325,일반음식점,제주 돼지촌,"세종특별자치시 금남면 용포로 119-23, 1층",세종특별자치시 금남면 용포리 216-2 ,044 -868 -7792,2025-06-09
1326,일반음식점,어샾식당,"세종특별자치시 나성북1로 18, 제이빌딩 108, 109호 (나성동)",세종특별자치시 나성동 789 제이빌딩 ,,2025-06-09
1327,일반음식점,두부장,"세종특별자치시 연서면 봉암길 119-10, 1층",세종특별자치시 연서면 봉암리 585 ,0448-6879-53,2025-06-09
1328,일반음식점,금강장어마을,"세종특별자치시 연기면 조뱅이길 76-15, 1동 1층",세종특별자치시 연기면 수산리 90 ,,2025-06-09
1329,일반음식점,굽네치킨 고운점,"세종특별자치시 마음로 151, 917동 지하1층 102호 (고운동, 가락마을9단지)",세종특별자치시 고운동 1408 가락마을9단지 102호,,2025-06-09
1330,일반음식점,피자집,"세종특별자치시 장군면 대학길 118, 상가동 1층 102호 (정보마을아파트)",세종특별자치시 장군면 금암리 259-1 ,,2025-06-09
1331,일반음식점,운수대박 춘천닭갈비 새롬점,"세종특별자치시 새롬중앙로 55, 2층 203호 (새롬동, 행운빌딩)",세종특별자치시 새롬동 산 10 ,,2025-06-09
1332,일반음식점,착한횟집,"세종특별자치시 호려울로 51, 골드타워 1층 116,117호 (보람동)",세종특별자치시 보람동 751 골드타워 ,,2025-06-09
1333,일반음식점,순이네짜글이,"세종특별자치시 연기면 당산로 122-7, 1층",세종특별자치시 연기면 연기리 385 ,044 -867 -0397,2025-06-09
